1998,-0.23347271953084334
1999,-0.8006680770569187
2000,-0.0228200645793953
2001,-0.12988477435729576
2002,0.9017586246518546
2003,1.0858181781384608
2004,-0.24722171982490215
2005,-0.6440854791787598
2006,-1.0550420327148071
2007,0.1992457396660435
2008,0.6808476970486018
2009,-0.3820424120422215
2010,-1.0525072566494638
2011,0.29250597345241264
2012,-0.8146721878412517
2013,0.2124582607931813
2014,0.0493249843804738
2015,1.3333411870135237
2016,1.1181755816873584
2017,0.6558745368208654
2018,0.12254830907004795
2019,-0.34642652844665267
2020,-0.36600801967650004
